2023-09-20 09:50:44.960 , INFO , assessAtEnd , Application started , [] ,  -  , [] ,  - 
2023-09-20 09:58:13.652 , INFO , assessAtEnd , Create association , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: []] ,  - 
2023-09-20 09:58:13.654 , INFO , assessAtEnd , Create association , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: []] ,  - 
2023-09-20 09:58:13.656 , INFO , assessAtEnd , Create association , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: []] ,  - 
2023-09-20 09:58:43.217 , INFO , assessAtEnd , Create class , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], null: []] ,  - 
2023-09-20 09:58:43.219 , INFO , assessAtEnd , Create class , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], null: []] ,  - 
2023-09-20 09:58:43.221 , INFO , assessAtEnd , Create class , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], null: []] ,  - 
2023-09-20 09:58:43.223 , INFO , assessAtEnd , Create class , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], null: []] ,  - 
2023-09-20 09:58:43.224 , INFO , assessAtEnd , Create class , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], null: []] ,  - 
2023-09-20 09:58:43.227 , INFO , assessAtEnd , Create class , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], null: []] ,  - 
2023-09-20 09:58:43.229 , INFO , assessAtEnd , Create class , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], null: []] ,  - 
2023-09-20 09:58:52.176 , INFO , assessAtEnd , update class name , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 09:59:21.267 , INFO , assessAtEnd , Create association , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 09:59:21.269 , INFO , assessAtEnd , Create association , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 09:59:21.271 , INFO , assessAtEnd , Create association , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 09:59:21.273 , INFO , assessAtEnd , Create association , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 09:59:21.275 , INFO , assessAtEnd , Create association , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 09:59:37.733 , INFO , assessAtEnd , Create association , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 09:59:37.735 , INFO , assessAtEnd , Create association , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 09:59:37.738 , INFO , assessAtEnd , Create association , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 09:59:37.740 , INFO , assessAtEnd , Create association , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 10:00:49.613 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [null,], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 10:00:49.615 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [null,], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 10:00:49.617 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [null,], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 10:00:49.619 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [null,], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 10:00:49.621 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [null,], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 10:00:49.623 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [null,], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 10:00:49.625 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [null,], Guest: [], Payment: [], HotelReservation: [], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 10:01:21.935 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [null,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 10:01:21.937 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [null,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 10:01:21.939 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [null,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 10:01:21.941 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [null,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 10:01:21.943 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [null,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 10:01:21.946 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [null,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 10:01:38.544 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [Check-in,null,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 10:01:38.547 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [Check-in,null,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 10:01:38.549 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [Check-in,null,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 10:01:38.551 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [Check-in,null,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 10:01:38.552 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [Check-in,null,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 10:01:38.554 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [Check-in,null,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 10:01:38.556 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [Check-in,null,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: []] ,  - 
2023-09-20 10:02:25.320 , INFO , assessAtEnd , Create class , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:02:25.323 , INFO , assessAtEnd , Create class , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:02:25.325 , INFO , assessAtEnd , Create class , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:02:25.328 , INFO , assessAtEnd , Create class , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:02:25.330 , INFO , assessAtEnd , Create class , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:02:25.332 , INFO , assessAtEnd , Create class , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:02:25.335 , INFO , assessAtEnd , Create class , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:02:25.337 , INFO , assessAtEnd , Create class , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:02:25.339 , INFO , assessAtEnd , Create class , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
